account_id,month,mrr_eur,previous_mrr,ever_active_before,movement_type,movement_mrr
account_00000001,2024-01-01,0.0,0.0,False,no_change,0.0
account_00000001,2024-02-01,0.0,0.0,False,no_change,0.0
account_00000001,2024-03-01,0.0,0.0,False,no_change,0.0
account_00000001,2024-04-01,0.0,0.0,False,no_change,0.0
account_00000001,2024-05-01,0.0,0.0,False,no_change,0.0
account_00000001,2024-06-01,0.0,0.0,False,no_change,0.0
account_00000001,2024-07-01,0.0,0.0,False,no_change,0.0
account_00000001,2024-08-01,0.0,0.0,False,no_change,0.0
account_00000001,2024-09-01,0.0,0.0,False,no_change,0.0
account_00000001,2024-10-01,0.0,0.0,False,no_change,0.0
account_00000001,2024-11-01,0.0,0.0,False,no_change,0.0
account_00000001,2024-12-01,0.0,0.0,False,no_change,0.0
account_00000001,2025-01-01,51.0,0.0,False,new,51.0
account_00000001,2025-02-01,51.0,51.0,True,no_change,0.0
account_00000001,2025-03-01,51.0,51.0,True,no_change,0.0
account_00000001,2025-04-01,51.0,51.0,True,no_change,0.0
account_00000001,2025-05-01,51.0,51.0,True,no_change,0.0
account_00000001,2025-06-01,230.0,51.0,True,expansion,179.0
account_00000001,2025-07-01,230.0,230.0,True,no_change,0.0
account_00000001,2025-08-01,230.0,230.0,True,no_change,0.0
account_00000001,2025-09-01,230.0,230.0,True,no_change,0.0
account_00000001,2025-10-01,230.0,230.0,True,no_change,0.0
account_00000001,2025-11-01,230.0,230.0,True,no_change,0.0
account_00000001,2025-12-01,230.0,230.0,True,no_change,0.0
account_00000001,2026-01-01,230.0,230.0,True,no_change,0.0
account_00000001,2026-02-01,230.0,230.0,True,no_change,0.0
account_00000001,2026-03-01,230.0,230.0,True,no_change,0.0
account_00000001,2026-04-01,230.0,230.0,True,no_change,0.0
account_00000001,2026-05-01,230.0,230.0,True,no_change,0.0
account_00000001,2026-06-01,230.0,230.0,True,no_change,0.0
account_00000002,2024-01-01,0.0,0.0,False,no_change,0.0
account_00000002,2024-02-01,0.0,0.0,False,no_change,0.0
account_00000002,2024-03-01,0.0,0.0,False,no_change,0.0
account_00000002,2024-04-01,0.0,0.0,False,no_change,0.0
account_00000002,2024-05-01,0.0,0.0,False,no_change,0.0
account_00000002,2024-06-01,0.0,0.0,False,no_change,0.0
account_00000002,2024-07-01,0.0,0.0,False,no_change,0.0
account_00000002,2024-08-01,0.0,0.0,False,no_change,0.0
account_00000002,2024-09-01,0.0,0.0,False,no_change,0.0
account_00000002,2024-10-01,0.0,0.0,False,no_change,0.0
account_00000002,2024-11-01,0.0,0.0,False,no_change,0.0
account_00000002,2024-12-01,0.0,0.0,False,no_change,0.0
account_00000002,2025-01-01,0.0,0.0,False,no_change,0.0
account_00000002,2025-02-01,0.0,0.0,False,no_change,0.0
account_00000002,2025-03-01,0.0,0.0,False,no_change,0.0
account_00000002,2025-04-01,0.0,0.0,False,no_change,0.0
account_00000002,2025-05-01,0.0,0.0,False,no_change,0.0
account_00000002,2025-06-01,0.0,0.0,False,no_change,0.0
account_00000002,2025-07-01,0.0,0.0,False,no_change,0.0
account_00000002,2025-08-01,0.0,0.0,False,no_change,0.0
account_00000002,2025-09-01,0.0,0.0,False,no_change,0.0
account_00000002,2025-10-01,0.0,0.0,False,no_change,0.0
account_00000002,2025-11-01,0.0,0.0,False,no_change,0.0
account_00000002,2025-12-01,0.0,0.0,False,no_change,0.0
account_00000002,2026-01-01,0.0,0.0,False,no_change,0.0
account_00000002,2026-02-01,0.0,0.0,False,no_change,0.0
account_00000002,2026-03-01,42.12,0.0,False,new,42.12
account_00000002,2026-04-01,42.12,42.12,True,no_change,0.0
account_00000002,2026-05-01,42.12,42.12,True,no_change,0.0
account_00000002,2026-06-01,42.12,42.12,True,no_change,0.0
account_00000004,2024-01-01,0.0,0.0,False,no_change,0.0
account_00000004,2024-02-01,0.0,0.0,False,no_change,0.0
account_00000004,2024-03-01,0.0,0.0,False,no_change,0.0
account_00000004,2024-04-01,0.0,0.0,False,no_change,0.0
account_00000004,2024-05-01,143.5,0.0,False,new,143.5
account_00000004,2024-06-01,143.5,143.5,True,no_change,0.0
account_00000004,2024-07-01,187.6,143.5,True,expansion,44.099999999999994
account_00000004,2024-08-01,187.6,187.6,True,no_change,0.0
account_00000004,2024-09-01,187.6,187.6,True,no_change,0.0
account_00000004,2024-10-01,187.6,187.6,True,no_change,0.0
account_00000004,2024-11-01,187.6,187.6,True,no_change,0.0
account_00000004,2024-12-01,187.6,187.6,True,no_change,0.0
account_00000004,2025-01-01,187.6,187.6,True,no_change,0.0
account_00000004,2025-02-01,187.6,187.6,True,no_change,0.0
account_00000004,2025-03-01,187.6,187.6,True,no_change,0.0
account_00000004,2025-04-01,187.6,187.6,True,no_change,0.0
account_00000004,2025-05-01,187.6,187.6,True,no_change,0.0
account_00000004,2025-06-01,187.6,187.6,True,no_change,0.0
account_00000004,2025-07-01,187.6,187.6,True,no_change,0.0
account_00000004,2025-08-01,187.6,187.6,True,no_change,0.0
account_00000004,2025-09-01,187.6,187.6,True,no_change,0.0
account_00000004,2025-10-01,187.6,187.6,True,no_change,0.0
account_00000004,2025-11-01,187.6,187.6,True,no_change,0.0
account_00000004,2025-12-01,187.6,187.6,True,no_change,0.0
account_00000004,2026-01-01,187.6,187.6,True,no_change,0.0
account_00000004,2026-02-01,187.6,187.6,True,no_change,0.0
account_00000004,2026-03-01,187.6,187.6,True,no_change,0.0
account_00000004,2026-04-01,187.6,187.6,True,no_change,0.0
account_00000004,2026-05-01,187.6,187.6,True,no_change,0.0
account_00000004,2026-06-01,187.6,187.6,True,no_change,0.0
account_00000008,2024-01-01,0.0,0.0,False,no_change,0.0
account_00000008,2024-02-01,0.0,0.0,False,no_change,0.0
account_00000008,2024-03-01,0.0,0.0,False,no_change,0.0
account_00000008,2024-04-01,0.0,0.0,False,no_change,0.0
account_00000008,2024-05-01,0.0,0.0,False,no_change,0.0
account_00000008,2024-06-01,0.0,0.0,False,no_change,0.0
account_00000008,2024-07-01,0.0,0.0,False,no_change,0.0
account_00000008,2024-08-01,0.0,0.0,False,no_change,0.0
account_00000008,2024-09-01,0.0,0.0,False,no_change,0.0
account_00000008,2024-10-01,0.0,0.0,False,no_change,0.0
account_00000008,2024-11-01,0.0,0.0,False,no_change,0.0
account_00000008,2024-12-01,0.0,0.0,False,no_change,0.0
account_00000008,2025-01-01,0.0,0.0,False,no_change,0.0
account_00000008,2025-02-01,0.0,0.0,False,no_change,0.0
account_00000008,2025-03-01,0.0,0.0,False,no_change,0.0
account_00000008,2025-04-01,0.0,0.0,False,no_change,0.0
account_00000008,2025-05-01,0.0,0.0,False,no_change,0.0
account_00000008,2025-06-01,0.0,0.0,False,no_change,0.0
